eta,max_depth,min_child_weight,subsample,colsample_bytree,lambda,alpha,optimal_trees,min_RMSE
0.01,1,1,0.65,0.8,0,0,850,0.008673865261747602
0.05,1,1,0.65,0.8,0,0,202,0.008627640337239235
0.1,1,1,0.65,0.8,0,0,77,0.008687996923873275
0.3,1,1,0.65,0.8,0,0,35,0.008724896499720256
0.01,3,1,0.65,0.8,0,0,704,0.008730580935110734
0.05,3,1,0.65,0.8,0,0,144,0.008688223959159164
0.1,3,1,0.65,0.8,0,0,61,0.00880866509391714
0.3,3,1,0.65,0.8,0,0,20,0.009132569089726272
0.01,5,1,0.65,0.8,0,0,762,0.008726888252114259
0.05,5,1,0.65,0.8,0,0,134,0.008902371264865778
0.1,5,1,0.65,0.8,0,0,67,0.009000958763537983
0.3,5,1,0.65,0.8,0,0,22,0.009292108349112075
0.01,7,1,0.65,0.8,0,0,778,0.008740826366593705
0.05,7,1,0.65,0.8,0,0,158,0.008719853749484844
0.1,7,1,0.65,0.8,0,0,83,0.008883130798951635
0.3,7,1,0.65,0.8,0,0,19,0.009694497376607034
0.01,1,3,0.65,0.8,0,0,654,0.008933620517760857
0.05,1,3,0.65,0.8,0,0,135,0.008885318155909462
0.1,1,3,0.65,0.8,0,0,65,0.008893716904524483
0.3,1,3,0.65,0.8,0,0,27,0.008887939156682474
0.01,3,3,0.65,0.8,0,0,684,0.008884656791316831
0.05,3,3,0.65,0.8,0,0,147,0.008887668087484788
0.1,3,3,0.65,0.8,0,0,68,0.00883699081618945
0.3,3,3,0.65,0.8,0,0,19,0.009143614153178352
0.01,5,3,0.65,0.8,0,0,625,0.008983351409954536
0.05,5,3,0.65,0.8,0,0,136,0.008997005931386012
0.1,5,3,0.65,0.8,0,0,65,0.009044940621924112
0.3,5,3,0.65,0.8,0,0,21,0.009229888810281348
0.01,7,3,0.65,0.8,0,0,654,0.009002232167619612
0.05,7,3,0.65,0.8,0,0,136,0.009105209232824919
0.1,7,3,0.65,0.8,0,0,65,0.009086575570381793
0.3,7,3,0.65,0.8,0,0,18,0.0095722712428159
0.01,1,5,0.65,0.8,0,0,766,0.008810423886032492
0.05,1,5,0.65,0.8,0,0,153,0.008800832787932998
0.1,1,5,0.65,0.8,0,0,65,0.00884015730192108
0.3,1,5,0.65,0.8,0,0,26,0.008812115419521286
0.01,3,5,0.65,0.8,0,0,710,0.008761729780901121
0.05,3,5,0.65,0.8,0,0,136,0.00874525124196784
0.1,3,5,0.65,0.8,0,0,65,0.008855975356034065
0.3,3,5,0.65,0.8,0,0,22,0.008935597523396246
0.01,5,5,0.65,0.8,0,0,672,0.008837829417275792
0.05,5,5,0.65,0.8,0,0,135,0.008871882120094241
0.1,5,5,0.65,0.8,0,0,68,0.00893493058118112
0.3,5,5,0.65,0.8,0,0,18,0.009428576648692457
0.01,7,5,0.65,0.8,0,0,676,0.008847129209084736
0.05,7,5,0.65,0.8,0,0,136,0.008851657337546835
0.1,7,5,0.65,0.8,0,0,68,0.008918849935978026
0.3,7,5,0.65,0.8,0,0,18,0.009535133754743255
0.01,1,7,0.65,0.8,0,0,766,0.008773418714571221
0.05,1,7,0.65,0.8,0,0,168,0.008756494402101201
0.1,1,7,0.65,0.8,0,0,84,0.008788927417670149
0.3,1,7,0.65,0.8,0,0,27,0.008847022243980793
0.01,3,7,0.65,0.8,0,0,710,0.008732204256230667
0.05,3,7,0.65,0.8,0,0,134,0.008746641538100631
0.1,3,7,0.65,0.8,0,0,68,0.00878700713266367
0.3,3,7,0.65,0.8,0,0,18,0.0089950663633016
0.01,5,7,0.65,0.8,0,0,731,0.00875409432944063
0.05,5,7,0.65,0.8,0,0,153,0.008758927395669113
0.1,5,7,0.65,0.8,0,0,65,0.00876774124997697
0.3,5,7,0.65,0.8,0,0,17,0.009364513686499326
0.01,7,7,0.65,0.8,0,0,727,0.008787254415177302
0.05,7,7,0.65,0.8,0,0,134,0.008904918853473307
0.1,7,7,0.65,0.8,0,0,65,0.0089116053936743
0.3,7,7,0.65,0.8,0,0,23,0.009292181282013366
0.01,1,1,0.8,0.8,0,0,905,0.008639871981495696
0.05,1,1,0.8,0.8,0,0,215,0.008628781644111705
0.1,1,1,0.8,0.8,0,0,111,0.008623657927415467
0.3,1,1,0.8,0.8,0,0,38,0.008693384220868933
0.01,3,1,0.8,0.8,0,0,724,0.008667533167728277
0.05,3,1,0.8,0.8,0,0,146,0.008699966760434373
0.1,3,1,0.8,0.8,0,0,65,0.008756056638203792
0.3,3,1,0.8,0.8,0,0,19,0.00880893218780667
0.01,5,1,0.8,0.8,0,0,773,0.008704860017313269
0.05,5,1,0.8,0.8,0,0,142,0.008819355020480911
0.1,5,1,0.8,0.8,0,0,86,0.00885682976314246
0.3,5,1,0.8,0.8,0,0,21,0.009137992241668794
0.01,7,1,0.8,0.8,0,0,808,0.008705230068538525
0.05,7,1,0.8,0.8,0,0,148,0.008878967579310533
0.1,7,1,0.8,0.8,0,0,84,0.008844007796741434
0.3,7,1,0.8,0.8,0,0,22,0.009341501004444518
0.01,1,3,0.8,0.8,0,0,685,0.008914803310374005
0.05,1,3,0.8,0.8,0,0,139,0.008869445334075975
0.1,1,3,0.8,0.8,0,0,68,0.008893393345927132
0.3,1,3,0.8,0.8,0,0,26,0.00890526293539053
0.01,3,3,0.8,0.8,0,0,670,0.008819070897599942
0.05,3,3,0.8,0.8,0,0,139,0.008845779790734745
0.1,3,3,0.8,0.8,0,0,60,0.009022223352201032
0.3,3,3,0.8,0.8,0,0,23,0.00891194774560051
0.01,5,3,0.8,0.8,0,0,683,0.008950256950373284
0.05,5,3,0.8,0.8,0,0,136,0.00894893777715369
0.1,5,3,0.8,0.8,0,0,61,0.008935380171365566
0.3,5,3,0.8,0.8,0,0,19,0.009309420845757201
0.01,7,3,0.8,0.8,0,0,682,0.009031801863149756
0.05,7,3,0.8,0.8,0,0,132,0.009100127333666235
0.1,7,3,0.8,0.8,0,0,63,0.008994224469281914
0.3,7,3,0.8,0.8,0,0,22,0.009474680146822428
0.01,1,5,0.8,0.8,0,0,764,0.00880233575384493
0.05,1,5,0.8,0.8,0,0,136,0.00880980814473697
0.1,1,5,0.8,0.8,0,0,68,0.008816143522708144
0.3,1,5,0.8,0.8,0,0,30,0.008835220919260936
0.01,3,5,0.8,0.8,0,0,714,0.008755163685985053
0.05,3,5,0.8,0.8,0,0,132,0.008789530449875564
0.1,3,5,0.8,0.8,0,0,65,0.008885427195771428
0.3,3,5,0.8,0.8,0,0,22,0.008841558899344648
0.01,5,5,0.8,0.8,0,0,725,0.008819256692171422
0.05,5,5,0.8,0.8,0,0,151,0.00893504007672856
0.1,5,5,0.8,0.8,0,0,66,0.00890792791582192
0.3,5,5,0.8,0.8,0,0,23,0.009083130908743442
0.01,7,5,0.8,0.8,0,0,684,0.008837210021512906
0.05,7,5,0.8,0.8,0,0,132,0.008956422671039238
0.1,7,5,0.8,0.8,0,0,68,0.00890377750679826
0.3,7,5,0.8,0.8,0,0,24,0.009388214380072826
0.01,1,7,0.8,0.8,0,0,788,0.008761728885409933
0.05,1,7,0.8,0.8,0,0,157,0.00874396357968593
0.1,1,7,0.8,0.8,0,0,103,0.008775187693567906
