eta,max_depth,min_child_weight,subsample,colsample_bytree,lambda,alpha,optimal_trees,min_RMSE
0.01,1,1,0.65,0.8,0,0,937,0.001834145142648852
0.05,1,1,0.65,0.8,0,0,180,0.001847617171275206
0.1,1,1,0.65,0.8,0,0,113,0.00184861505069238
0.3,1,1,0.65,0.8,0,0,38,0.001928194131236521
0.01,3,1,0.65,0.8,0,0,836,0.0017883809369043631
0.05,3,1,0.65,0.8,0,0,189,0.001804139103085916
0.1,3,1,0.65,0.8,0,0,89,0.001812375905794708
0.3,3,1,0.65,0.8,0,0,23,0.001898199928898297
0.01,5,1,0.65,0.8,0,0,912,0.001780453320361483
0.05,5,1,0.65,0.8,0,0,197,0.001815094759898909
0.1,5,1,0.65,0.8,0,0,90,0.001839543925691971
0.3,5,1,0.65,0.8,0,0,25,0.0020241126709188498
0.01,7,1,0.65,0.8,0,0,1029,0.001792198929921788
0.05,7,1,0.65,0.8,0,0,206,0.00181754646051956
0.1,7,1,0.65,0.8,0,0,113,0.001858189539631949
0.3,7,1,0.65,0.8,0,0,28,0.002147835688843837
0.01,1,3,0.65,0.8,0,0,1029,0.001828782582954216
0.05,1,3,0.65,0.8,0,0,213,0.001833827859232775
0.1,1,3,0.65,0.8,0,0,98,0.001844823405055213
0.3,1,3,0.65,0.8,0,0,56,0.001923633711637184
0.01,3,3,0.65,0.8,0,0,902,0.001774357139666399
0.05,3,3,0.65,0.8,0,0,209,0.001781269118107773
0.1,3,3,0.65,0.8,0,0,88,0.00179072265050083
0.3,3,3,0.65,0.8,0,0,24,0.001858000413889243
0.01,5,3,0.65,0.8,0,0,879,0.001784957727769298
0.05,5,3,0.65,0.8,0,0,185,0.001811641743803669
0.1,5,3,0.65,0.8,0,0,82,0.001838439790555924
0.3,5,3,0.65,0.8,0,0,26,0.001939482369064952
0.01,7,3,0.65,0.8,0,0,880,0.001792268389836771
0.05,7,3,0.65,0.8,0,0,182,0.001804416699783311
0.1,7,3,0.65,0.8,0,0,85,0.001855133894065258
0.3,7,3,0.65,0.8,0,0,24,0.001966706023522004
0.01,1,5,0.65,0.8,0,0,936,0.0018332122178371301
0.05,1,5,0.65,0.8,0,0,213,0.001842335441457474
0.1,1,5,0.65,0.8,0,0,123,0.001847962058056261
0.3,1,5,0.65,0.8,0,0,67,0.001914524974719722
0.01,3,5,0.65,0.8,0,0,905,0.001770199163228796
0.05,3,5,0.65,0.8,0,0,190,0.001792370983270781
0.1,3,5,0.65,0.8,0,0,91,0.001793882675008443
0.3,3,5,0.65,0.8,0,0,24,0.00190619949504651
0.01,5,5,0.65,0.8,0,0,853,0.0017886067773842341
0.05,5,5,0.65,0.8,0,0,165,0.001815350332524892
0.1,5,5,0.65,0.8,0,0,82,0.001840333987239762
0.3,5,5,0.65,0.8,0,0,23,0.001885047721005781
0.01,7,5,0.65,0.8,0,0,894,0.001792587922437097
0.05,7,5,0.65,0.8,0,0,159,0.001812925648070939
0.1,7,5,0.65,0.8,0,0,84,0.0018418199004917781
0.3,7,5,0.65,0.8,0,0,23,0.0019540817669076722
0.01,1,7,0.65,0.8,0,0,1028,0.0018412556157848259
0.05,1,7,0.65,0.8,0,0,213,0.001853121981772652
0.1,1,7,0.65,0.8,0,0,89,0.001860384972368364
0.3,1,7,0.65,0.8,0,0,80,0.001926447062702167
0.01,3,7,0.65,0.8,0,0,905,0.00176905334262043
0.05,3,7,0.65,0.8,0,0,185,0.001797869989900345
0.1,3,7,0.65,0.8,0,0,93,0.001780481186343914
0.3,3,7,0.65,0.8,0,0,27,0.001855837690128411
0.01,5,7,0.65,0.8,0,0,906,0.001781608752826149
0.05,5,7,0.65,0.8,0,0,177,0.001806412785694526
0.1,5,7,0.65,0.8,0,0,80,0.0018160827788266361
0.3,5,7,0.65,0.8,0,0,25,0.001855841636684599
0.01,7,7,0.65,0.8,0,0,875,0.001789627020508601
0.05,7,7,0.65,0.8,0,0,169,0.001796303468330144
0.1,7,7,0.65,0.8,0,0,82,0.001831582297255263
0.3,7,7,0.65,0.8,0,0,23,0.0018865851468209999
0.01,1,1,0.8,0.8,0,0,980,0.0018359318362681
0.05,1,1,0.8,0.8,0,0,237,0.001829402984455158
0.1,1,1,0.8,0.8,0,0,111,0.00184364324764508
0.3,1,1,0.8,0.8,0,0,78,0.001873286396307166
0.01,3,1,0.8,0.8,0,0,895,0.001783225551976527
0.05,3,1,0.8,0.8,0,0,177,0.001788749079347058
0.1,3,1,0.8,0.8,0,0,82,0.001810989813481986
0.3,3,1,0.8,0.8,0,0,27,0.001924699037538403
0.01,5,1,0.8,0.8,0,0,941,0.001774880584939923
0.05,5,1,0.8,0.8,0,0,182,0.001790973204143176
0.1,5,1,0.8,0.8,0,0,87,0.001825635433387119
0.3,5,1,0.8,0.8,0,0,29,0.0019316811386526451
0.01,7,1,0.8,0.8,0,0,1101,0.001786311707782294
0.05,7,1,0.8,0.8,0,0,258,0.001815935420795701
0.1,7,1,0.8,0.8,0,0,147,0.00183795488638381
0.3,7,1,0.8,0.8,0,0,32,0.001963505058802537
0.01,1,3,0.8,0.8,0,0,953,0.001832922057625429
0.05,1,3,0.8,0.8,0,0,208,0.0018280011783908178
0.1,1,3,0.8,0.8,0,0,91,0.00183890963079917
0.3,1,3,0.8,0.8,0,0,69,0.001878705154002745
0.01,3,3,0.8,0.8,0,0,935,0.001772095263340541
0.05,3,3,0.8,0.8,0,0,209,0.001764382084910942
0.1,3,3,0.8,0.8,0,0,102,0.001791979477789641
0.3,3,3,0.8,0.8,0,0,34,0.001826397925483634
0.01,5,3,0.8,0.8,0,0,935,0.001775995174524599
0.05,5,3,0.8,0.8,0,0,195,0.001771141923853642
0.1,5,3,0.8,0.8,0,0,85,0.0017873776468466719
0.3,5,3,0.8,0.8,0,0,25,0.001885743124961042
0.01,7,3,0.8,0.8,0,0,965,0.001795649958400934
0.05,7,3,0.8,0.8,0,0,186,0.001791582319970413
0.1,7,3,0.8,0.8,0,0,101,0.001806060456544147
0.3,7,3,0.8,0.8,0,0,30,0.001917796565454956
0.01,1,5,0.8,0.8,0,0,949,0.001832995780940688
0.05,1,5,0.8,0.8,0,0,215,0.001830992744780124
0.1,1,5,0.8,0.8,0,0,113,0.001833768535967976
0.3,1,5,0.8,0.8,0,0,71,0.00187650880262477
0.01,3,5,0.8,0.8,0,0,882,0.001767645762868914
0.05,3,5,0.8,0.8,0,0,177,0.001775815005190029
0.1,3,5,0.8,0.8,0,0,83,0.001784736463871479
0.3,3,5,0.8,0.8,0,0,26,0.001849989951922228
0.01,5,5,0.8,0.8,0,0,876,0.001782594890940443
0.05,5,5,0.8,0.8,0,0,169,0.001771567642677202
0.1,5,5,0.8,0.8,0,0,83,0.001812325381876322
0.3,5,5,0.8,0.8,0,0,30,0.001897453892372884
0.01,7,5,0.8,0.8,0,0,964,0.0017950047105936239
0.05,7,5,0.8,0.8,0,0,204,0.001791742362818418
0.1,7,5,0.8,0.8,0,0,87,0.0018110984591913951
0.3,7,5,0.8,0.8,0,0,28,0.001911610031447368
0.01,1,7,0.8,0.8,0,0,984,0.00184464195883435
0.05,1,7,0.8,0.8,0,0,229,0.001839421831508626
0.1,1,7,0.8,0.8,0,0,114,0.001853069246468618
0.3,1,7,0.8,0.8,0,0,62,0.001899143247892039
0.01,3,7,0.8,0.8,0,0,899,0.001765427006264759
0.05,3,7,0.8,0.8,0,0,168,0.001779309783177217
0.1,3,7,0.8,0.8,0,0,94,0.001783887865719422
0.3,3,7,0.8,0.8,0,0,25,0.001853894913817724
0.01,5,7,0.8,0.8,0,0,875,0.0017834516520457589
0.05,5,7,0.8,0.8,0,0,184,0.001780034122002498
0.1,5,7,0.8,0.8,0,0,92,0.001806116774905305
0.3,5,7,0.8,0.8,0,0,23,0.00188506891553246
0.01,7,7,0.8,0.8,0,0,892,0.001797839741589329
0.05,7,7,0.8,0.8,0,0,190,0.001807462218837504
0.1,7,7,0.8,0.8,0,0,85,0.001813580837782821
0.3,7,7,0.8,0.8,0,0,23,0.001882190072612718
0.01,1,1,1,0.8,0,0,1566,0.001830219656592723
0.05,1,1,1,0.8,0,0,324,0.001827776274431759
0.1,1,1,1,0.8,0,0,138,0.001834122407056299
0.3,1,1,1,0.8,0,0,60,0.001860249814113888
0.01,3,1,1,0.8,0,0,921,0.001780732123167065
0.05,3,1,1,0.8,0,0,175,0.001787208060413261
0.1,3,1,1,0.8,0,0,95,0.001789645836261272
0.3,3,1,1,0.8,0,0,32,0.0018988866469613081
0.01,5,1,1,0.8,0,0,1185,0.001790607293176114
0.05,5,1,1,0.8,0,0,264,0.00179817389719996
0.1,5,1,1,0.8,0,0,136,0.001859889425766032
0.3,5,1,1,0.8,0,0,28,0.001918125918670733
0.01,7,1,1,0.8,0,0,1185,0.001844890046340475
0.05,7,1,1,0.8,0,0,264,0.0018657819143436591
0.1,7,1,1,0.8,0,0,135,0.001887134480887596
0.3,7,1,1,0.8,0,0,44,0.002010720367719167
0.01,1,3,1,0.8,0,0,1343,0.00181933910240233
0.05,1,3,1,0.8,0,0,309,0.0018126952327745531
0.1,1,3,1,0.8,0,0,198,0.001812539059445087
0.3,1,3,1,0.8,0,0,77,0.001830334619290173
0.01,3,3,1,0.8,0,0,1004,0.001759010818841565
0.05,3,3,1,0.8,0,0,179,0.00176642403780158
0.1,3,3,1,0.8,0,0,97,0.001772827703687512
0.3,3,3,1,0.8,0,0,30,0.001855695903988688
0.01,5,3,1,0.8,0,0,1185,0.001807835974343843
0.05,5,3,1,0.8,0,0,264,0.001814790576236998
0.1,5,3,1,0.8,0,0,135,0.001823138447790846
0.3,5,3,1,0.8,0,0,34,0.001905400833979437
0.01,7,3,1,0.8,0,0,1185,0.001821861941864044
0.05,7,3,1,0.8,0,0,264,0.001826827152800493
0.1,7,3,1,0.8,0,0,135,0.001848063809326274
0.3,7,3,1,0.8,0,0,44,0.0019395216484368381
0.01,1,5,1,0.8,0,0,1601,0.00181225577993538
0.05,1,5,1,0.8,0,0,321,0.001811659488029694
0.1,1,5,1,0.8,0,0,166,0.0018125634428430891
0.3,1,5,1,0.8,0,0,66,0.0018457865803912271
0.01,3,5,1,0.8,0,0,912,0.001767063741091555
0.05,3,5,1,0.8,0,0,180,0.001762686604347281
0.1,3,5,1,0.8,0,0,102,0.0017570171294786332
0.3,3,5,1,0.8,0,0,24,0.001816711227785195
0.01,5,5,1,0.8,0,0,922,0.001789725532165164
0.05,5,5,1,0.8,0,0,200,0.001796417459575242
0.1,5,5,1,0.8,0,0,84,0.001809104201805704
0.3,5,5,1,0.8,0,0,28,0.001889600835393068
0.01,7,5,1,0.8,0,0,1000,0.00180269473526756
0.05,7,5,1,0.8,0,0,214,0.001817826920363288
0.1,7,5,1,0.8,0,0,108,0.001817194491003147
0.3,7,5,1,0.8,0,0,31,0.001863622677363905
0.01,1,7,1,0.8,0,0,1435,0.001831424303690974
0.05,1,7,1,0.8,0,0,310,0.001827043643221822
0.1,1,7,1,0.8,0,0,140,0.001832449820768876
0.3,1,7,1,0.8,0,0,79,0.00185258215906869
0.01,3,7,1,0.8,0,0,959,0.001758907244895619
0.05,3,7,1,0.8,0,0,215,0.001770133484509509
0.1,3,7,1,0.8,0,0,94,0.001767594737721471
0.3,3,7,1,0.8,0,0,29,0.0018118746487289
0.01,5,7,1,0.8,0,0,917,0.001785876525774496
0.05,5,7,1,0.8,0,0,176,0.001794756707846138
0.1,5,7,1,0.8,0,0,89,0.0018067695037130539
0.3,5,7,1,0.8,0,0,28,0.00187030454586418
